# Applied migration ledger — snapshot of supabase_migrations.schema_migrations
# Production project dahdstopsumxnqvdclmy. Regenerate with: npm run migrations:snapshot
# One row per applied version, oldest first.  version<TAB>name
20260820192657	payroll_get_mdo_period_approval
20260820193136	payroll_freeze_rate_per_period_and_ytd
20260820193212	payroll_approve_period_drop_narrow_overload
20260820201303	payroll_backfill_total_rpc
20260825033235	add_profile_photo_to_parent_portal_payloads
20260825033734	add_staff_profile_photo
20260825034231	parent_edit_child_profile_photo
20260825223846	billing_invoice_integrity
20260826003100	add_online_payment_tracking
20260826004824	add_online_payment_refund_tracking
20260826014144	fix_reconcile_ignores_void_invoice
20260826123031	schedule_anet_reconciliation
20260826193744	add_billing_notes
20260826193806	billing_notes_strip_default_authenticated_grant
20260826194438	add_stax_payment_tracking
20260826235801	count_family_month_care_days
20260827033659	add_family_month_charges_itemized
20260827034059	add_stax_saved_card
20260827055003	add_payment_charge_locks
20260827225514	harden_stax_payments
20260827230645	add_classroom_admin_authoring
20260828002834	add_child_documents_bucket
20260828014537	admin_incident_report_full_fields
20260828020319	incident_report_addenda
20260828135150	revoke_add_day_invoice_authenticated
20260828211214	parent_schedule_invoice_last_payment_date
20260829005803	per_child_message_threads
20260829142926	my_app_home_redirect
20260829143213	parent_upload_child_documents
20260829153115	family_care_statement
20260829153628	parent_read_public_settings_keys
20260829154130	revoke_truncate_from_authenticated
20260830211423	retire_authorizenet_processor
20260830211500	center_payment_coverage
20260901194653	restricted_admin_staff_roster_visibility
20260902030420	add_staff_credentials
20260903013432	add_half_day_closures
20260903014302	parent_schedule_closure_half_day
20260903020959	fold_annual_fees_into_invoice
20260903021033	fold_annual_fees_into_invoice_real
20260903021422	fix_reconcile_billing_invoice_internal_overload
20260903021737	revoke_stamp_annual_fees_trigger_fn_execute
20260903194714	harden_set_family_and_staff_pin
20260903194931	add_student_nickname
20260903195309	family_authorized_users
20260903195405	revoke_public_execute_on_authorized_user_admin_rpcs
20260904195342	add_mdo_site_content
20260904195436	seed_mdo_site_content
20260905190644	retire_mdo_site_content_editor
20260908162142	harden_mymdo_role_boundaries
20260908162245	remove_legacy_mymdo_role_policy_aliases
20260908182913	security_definer_critical_hotfix
20260908193000	clear_staff_pin_on_deactivation
20260908193100	hash_pin_reset_tokens
20260908193200	family_pin_attempt_logging
20260909030842	scope_scheduled_job_credentials
20260909033344	harden_public_registration_billing_boundary
20260910130650	fix_record_pin_attempt_duplicate_overload
20260910183635	add_stax_pilot_gate
20260910235429	annual_fee_single_month_gate
20260911211859	20260911150000_stax_credit_guard_excludes_imported_history
20260912140803	track_stax_transaction_fee_and_funding_method
20260913150343	parent_schedule_invoice_fee_breakdown
20260914193728	add_calendar_reminder_tracking
20260915002107	track_stax_card_funding_type
20260915002122	stax_processor_fee_backfill
20260915134514	purge_client_error_log
20260915171800	before_after_care_charges
20260915171831	care_charges_strip_default_grants
20260915171936	record_door_checkin_fix_staff_pin_signature
